"id","word","syllables"
"1445","adroitness",3
"1446","adroitnesses",4
"1447","ads",1
"1448","adscript",2
"1449","adscripts",2
"1450","adsorb",2
"1451","adsorbed",2
"1452","adsorbing",3
"1453","adsorbs",2
"1454","adularia",5
"1455","adularias",5
"1456","adulate",3
"1457","adulated",4
"1458","adulates",3
"1459","adulating",4
"1460","adulation",4
"1461","adulator",4
"1462","adulators",4
"1463","adult",2
"1464","adulterant",4
"1465","adulterate",4
"1466","adulterated",5
"1467","adulterates",4
"1468","adulterating",5
"1469","adulteration",4
"1470","adulterations",4
"1471","adulterer",4
"1472","adulterers",4
"1473","adulteress",4
"1474","adulteresses",5
"1475","adulteries",4
"1476","adulterous",4
"1477","adultery",4
"1478","adulthood",3
"1479","adulthoods",3
"1480","adultly",3
"1481","adults",2
"1482","adumbral",3
"1483","adumbrate",3
"1484","adumbration",4
"1485","adunc",2
"1486","aduncate",2
"1487","aduncous",3
"1488","adust",2
"1489","advance",2
"1490","advanced",2
"1491","advancement",3
"1492","advancements",3
"1493","advancer",3
"1494","advancers",3
"1495","advances",3
"1496","advancing",3
"1497","advantage",3
"1498","advantageous",4
"1499","advantageously",5
"1500","advantages",3
"1501","advent",2
"1502","adventitious",4
"1503","adventitiously",5
"1504","adventitiousness",5
"1505","adventitiousnesses",7
"1506","advents",2
"1507","adventure",3
"1508","adventurer",4
"1509","adventurers",4
"1510","adventures",3
"1511","adventuresome",4
"1512","adventurous",4
"1513","adverb",2
"1514","adverbial",4
"1515","adverbially",5
"1516","adverbs",2
"1517","adversaries",4
"1518","adversary",4
"1519","adversative",4
"1520","adverse",2
"1521","adversity",4
"1522","advert",2
"1523","adverted",2
"1524","adverting",3
"1525","advertise",3
"1526","advertised",3
"1527","advertisement",4
"1528","advertisements",4
"1529","advertiser",4
"1530","advertisers",4
"1531","advertises",4
"1532","advertising",4
"1533","advertisings",4
"1534","adverts",2
"1535","advice",2
"1536","advices",2
"1537","advisabilities",6
"1538","advisability",6
"1539","advisable",4
"1540","advise",2
"1541","advised",2
"1542","advisee",3
"1543","advisees",3
"1544","advisement",3
"1545","advisements",3
"1546","adviser",3
"1547","advisers",3
"1548","advises",3
"1549","advising",3
"1550","advisor",3
"1551","advisories",4
"1552","advisors",3
"1553","advisory",4
"1554","advocacies",4
"1555","advocacy",4
"1556","advocate",3
"1557","advocated",4
"1558","advocates",3
"1559","advocating",4
"1560","advowson",3
"1561","advowsons",3
"1562","adynamia",5
"1563","adynamias",5
"1564","adynamic",4
"1565","adyta",3
"1566","adytum",3
"1567","adz",1
"1568","adze",1
"1569","adzes",2
"1570","ae",1
"1571","aecia",3
"1572","aecial",3
"1573","aecidia",4
"1574","aecidium",4
"1575","aecium",3
"1576","aedes",3
"1577","aedile",2
"1578","aediles",2
"1579","aedine",2
"1580","aegis",2
"1581","aegises",3
"1582","aeneous",4
"1583","aeneus",2
"1584","aeolian",4
"1585","aeon",2
"1586","aeonian",4
"1587","aeonic",3
"1588","aeons",2
"1589","aerate",2
"1590","aerated",3
"1591","aerates",2
"1592","aerating",3
"1593","aeration",3
"1594","aerations",3
"1595","aerator",3
"1596","aerators",3
"1597","aerial",3
"1598","aerialist",4
"1599","aerially",4
"1600","aerials",3
"1601","aerie",2
"1602","aeriel",2
"1603","aeriela",3
"1604","aeriell",2
"1605","aerier",2
"1606","aeries",2
"1607","aeriest",3
"1608","aerified",3
"1609","aerifies",3
"1610","aeriform",3
"1611","aerify",3
"1612","aerifying",4
"1613","aerily",3
"1614","aero",2
"1615","aerobe",2
"1616","aerobes",2
"1617","aerobia",4
"1618","aerobic",3
"1619","aerobium",4
"1620","aerodrome",3
"1621","aeroduct",3
"1622","aeroducts",3
"1623","aerodynamic",5
"1624","aerodynamical",6
"1625","aerodynamically",7
"1626","aerodynamics",5
"1627","aerodyne",3
"1628","aerodynes",3
"1629","aerofoil",3
"1630","aerofoils",3
"1631","aerogel",3
"1632","aerogels",3
"1633","aerogram",3
"1634","aerograms",3
"1635","aerolite",3
"1636","aerolites",3
"1637","aerolith",3
"1638","aeroliths",3
"1639","aerologies",4
"1640","aerology",4
"1641","aeronaut",3
"1642","aeronautic",4
"1643","aeronautical",5
"1644","aeronautically",6
"1645","aeronautics",4
"1646","aeronauts",3
"1647","aeronomies",4
"1648","aeronomy",4
"1649","aeroplane",3
"1650","aerosol",3
"1651","aerosols",3
"1652","aerospace",3
"1653","aerostat",3
"1654","aerostats",3
"1655","aerugo",3
"1656","aerugos",3
"1657","aery",2
"1658","aesthete",2
"1659","aesthetes",2
"1660","aesthetic",3
"1661","aesthetically",5
"1662","aesthetics",3
"1663","aestival",3
"1664","aestivate",3
"1665","aestivation",4
"1666","aether",2
"1667","aetheric",3
"1668","aethers",2
"1669","afar",2
"1670","afars",2
"1671","afeard",2
"1672","afeared",2
"1673","aff",1
"1674","affabilities",5
"1675","affability",5
"1676","affable",3
"1677","affably",3
"1678","affair",2
"1679","affaire",2
"1680","affaires",2
"1681","affairs",2
"1682","affect",2
"1683","affectation",4
"1684","affectations",4
"1685","affected",3
"1686","affectedly",4
"1687","affecter",3
"1688","affecters",3
"1689","affecting",3
"1690","affectingly",4
"1691","affection",3
"1692","affectionate",4
"1693","affectionately",5
"1694","affections",3
"1695","affects",2
"1696","afferent",3
"1697","affiance",3
"1698","affianced",3
"1699","affiances",3
"1700","affiancing",4
"1701","affiant",3
"1702","affiants",3
"1703","affiche",2
"1704","affiches",2
"1705","affidavit",4
"1706","affidavits",4
"1707","affiliate",4
"1708","affiliated",5
"1709","affiliates",4
"1710","affiliating",5
"1711","affiliation",5
"1712","affiliations",5
"1713","affine",2
"1714","affined",2
"1715","affinely",3
"1716","affines",2
"1717","affinities",4
"1718","affinity",4
"1719","affirm",2
"1720","affirmation",4
"1721","affirmations",4
"1722","affirmative",4
"1723","affirmatively",5
"1724","affirmatives",4
"1725","affirmed",2
"1726","affirmer",3
"1727","affirmers",3
"1728","affirming",3
"1729","affirms",2
"1730","affix",2
"1731","affixal",3
"1732","affixed",2
"1733","affixer",3
"1734","affixers",3
"1735","affixes",3
"1736","affixial",4
"1737","affixing",3
"1738","afflatus",3
"1739","afflatuses",4
"1740","afflict",2
"1741","afflicted",2
"1742","afflicting",3
"1743","affliction",3
"1744","afflictions",3
"1745","afflicts",2
"1746","affluence",3
"1747","affluences",3
"1748","affluent",3
"1749","affluents",3
"1750","afflux",2
"1751","affluxes",3
"1752","afford",2
"1753","affordable",4
"1754","afforded",2
"1755","affording",3
"1756","affords",2
"1757","afforest",3
"1758","afforested",3
"1759","afforesting",4
"1760","afforests",3
"1761","affray",2
"1762","affrayed",2
"1763","affrayer",3
"1764","affrayers",3
"1765","affraying",3
"1766","affrays",2
"1767","affright",2
"1768","affrighted",2
"1769","affrighting",3
"1770","affrights",2
"1771","affront",2
"1772","affronted",2
"1773","affronting",3
"1774","affronts",2
"1775","affusion",3
"1776","affusions",3
"1777","afghan",2
"1778","afghani",3
"1779","afghanis",3
"1780","afghanistan",4
"1781","afghans",2
"1782","aficionado",5
"1783","afield",2
"1784","afire",2
"1785","aflame",2
"1786","afloat",2
"1787","aflutter",3
"1788","afoot",2
"1789","afore",2
"1790","aforementioned",4
"1791","aforesaid",3
"1792","afoul",2
"1793","afraid",2
"1794","afreet",2
"1795","afreets",2
"1796","afresh",2
"1797","africa",3
"1798","african",3
"1799","afrikaans",3
"1800","afrit",2
"1801","afrits",2
"1802","aft",1
"1803","after",2
"1804","afterbirth",3
"1805","afterlife",3
"1806","afterlifes",3
"1807","aftermath",3
"1808","aftermaths",3
"1809","afternoon",3
"1810","afternoons",3
"1811","afters",2
"1812","aftertax",3
"1813","afterthought",3
"1814","afterthoughts",3
"1815","afterward",3
"1816","afterwards",3
"1817","aftmost",2
"1818","afton",2
"1819","aftosa",3
"1820","aftosas",3
"1821","ag",1
"1822","aga",2
"1823","agace",1
"1824","again",2
"1825","against",2
"1826","agalloch",3
"1827","agallochs",3
"1828","agalwood",3
"1829","agalwoods",3
"1830","agama",3
"1831","agamas",3
"1832","agamemnon",4
"1833","agamete",3
"1834","agametes",3
"1835","agamic",3
"1836","agamous",3
"1837","agapae",3
"1838","agapai",3
"1839","agape",2
"1840","agapeic",3
"1841","agar",2
"1842","agaric",3
"1843","agarics",3
"1844","agars",2
"1845","agas",2
"1846","agata",3
"1847","agate",2
"1848","agates",2
"1849","agatha",3
"1850","agathe",2
"1851","agatize",3
"1852","agatized",3
"1853","agatizes",3
"1854","agatizing",4
"1855","agatoid",3
"1856","agave",3
"1857","agaves",3
"1858","agaze",2
"1859","age",1
"1860","aged",2
"1861","agedly",3
"1862","agedness",3
"1863","agednesses",4
"1864","agee",2
"1865","ageing",2
"1866","ageings",2
"1867","ageless",2
"1868","agelong",2
"1869","agencies",3
"1870","agency",3
"1871","agenda",3
"1872","agendas",3
"1873","agendum",3
"1874","agendums",3
"1875","agene",3
"1876","agenes",2
"1877","ageneses",4
"1878","agenesia",4
"1879","agenesias",5
"1880","agenesis",4
"1881","agenetic",4
"1882","agenize",3
"1883","agenized",3
"1884","agenizes",4
"1885","agenizing",4
"1886","agent",2
"1887","agential",3
"1888","agentries",3
"1889","agentry",3
"1890","agents",2
"1891","ager",2
"1892","ageratum",4
"1893","ageratums",4
"1894","agers",2
"1895","ages",1
"1896","agger",2
"1897","aggers",2
"1898","aggi",2
"1899","aggie",2
"1900","aggies",2
"1901","agglomerate",4
"1902","agglutinate",4
"1903","aggrade",2
"1904","aggraded",3
"1905","aggrades",2
"1906","aggrading",3
"1907","aggrandize",3
"1908","aggrandized",3
"1909","aggrandizement",4
"1910","aggrandizements",4
"1911","aggrandizes",3
"1912","aggrandizing",4
"1913","aggravate",3
"1914","aggravates",3
"1915","aggravation",4
"1916","aggravations",4
"1917","aggregate",3
"1918","aggregated",4
"1919","aggregates",3
"1920","aggregating",4
"1921","aggregation",4
"1922","aggress",2
"1923","aggressed",2
"1924","aggresses",3
"1925","aggressing",3
"1926","aggression",3
"1927","aggressions",3
"1928","aggressive",3
"1929","aggressively",4
"1930","aggressiveness",4
"1931","aggressivenesses",6
"1932","aggrieve",2
"1933","aggrieved",2
"1934","aggrieves",2
"1935","aggrieving",3
"1936","aggy",2
"1937","agha",2
"1938","aghas",2
"1939","aghast",2
"1940","agile",2
"1941","agilely",3
"1942","agilities",4
"1943","agility",4
"1944","agin",2
"1945","aging",2
"1946","agings",2
"1947","aginner",3
"1948","aginners",3
"1949","agio",3
"1950","agios",3
"1951","agiotage",3
"1952","agiotages",3
"1953","agist",2
"1954","agisted",2
"1955","agisting",3
"1956","agists",2
"1957","agitable",4
"1958","agitate",3
"1959","agitated",4
"1960","agitates",3
"1961","agitating",4
"1962","agitation",4
"1963","agitations",4
"1964","agitato",4
"1965","agitator",4
"1966","agitators",4
"1967","agitprop",3
"1968","agitprops",3
"1969","aglare",2
"1970","agleam",2
"1971","aglee",2
"1972","aglet",2
"1973","aglets",2
"1974","agley",2
"1975","aglimmer",3
"1976","aglitter",3
"1977","aglow",2
"1978","agly",2
"1979","aglycon",3
"1980","aglycone",3
"1981","aglycones",3
"1982","aglycons",3
"1983","agma",2
"1984","agmas",2
"1985","agminate",3
"1986","agna",2
"1987","agnail",2
"1988","agnails",2
"1989","agnate",2
"1990","agnates",2
"1991","agnatic",3
"1992","agnation",3
"1993","agnations",3
"1994","agnella",3
"1995","agnes",2
"1996","agnese",2
"1997","agnesse",2
"1998","agneta",3
"1999","agnize",2
"2000","agnized",2
"2001","agnizes",2
"2002","agnizing",3
"2003","agnola",3
"2004","agnomen",3
"2005","agnomens",3
"2006","agnomina",4
"2007","agnostic",3
"2008","agnostics",3
"2009","agnus",2
"2010","ago",2
"2011","agog",2
"2012","agon",2
"2013","agonal",3
"2014","agone",2
"2015","agones",3
"2016","agonic",3
"2017","agonies",3
"2018","agonise",3
"2019","agonised",3
"2020","agonises",4
"2021","agonising",4
"2022","agonist",3
"2023","agonists",3
"2024","agonize",3
"2025","agonized",3
"2026","agonizes",3
"2027","agonizing",4
"2028","agonizingly",5
"2029","agons",2
"2030","agony",3
"2031","agora",3
"2032","agorae",3
"2033","agoraphobia",6
"2034","agoras",3
"2035","agorot",3
"2036","agoroth",3
"2037","agouti",3
"2038","agouties",3
"2039","agoutis",3
"2040","agouty",3
"2041","agrafe",2
"2042","agrafes",2
"2043","agraffe",2
"2044","agraffes",2
"2045","agrapha",3
"2046","agraphia",4
"2047","agraphias",4
"2048","agraphic",3
"2049","agrarian",4
"2050","agrarianism",5
"2051","agrarianisms",6
"2052","agrarians",4
"2053","agree",2
"2054","agreeable",4
"2055","agreeableness",5
"2056","agreeablenesses",6
"2057","agreed",2
"2058","agreeing",3
"2059","agreement",3
"2060","agreements",3
"2061","agrees",2
"2062","agrestal",3
"2063","agrestic",3
"2064","agretha",3
"2065","agricultural",5
"2066","agriculturalist",6
"2067","agriculturalists",6
"2068","agriculture",4
"2069","agricultures",4
"2070","agriculturist",5
"2071","agriculturists",5
"2072","agrimonies",4
"2073","agrimony",4
"2074","agripina",4
"2075","agrologies",4
"2076","agrology",4
"2077","agronomies",4
"2078","agronomy",4
"2079","aground",2
"2080","ague",2
"2081","agueda",3
"2082","aguelike",3
"2083","agues",2
"2084","agueweed",3
"2085","agueweeds",3
"2086","aguinaldo",4
"2087","aguish",3
"2088","aguishly",4
"2089","aguste",2
"2090","agustin",3
"2091","agustina",4
"2092","ah",1
"2093","aha",2
"2094","aharon",3
"2095","ahchoo",2
"2096","ahead",2
"2097","ahem",2
"2098","ahimsa",3
"2099","ahimsas",3
"2100","ahmad",2
"2101","ahmed",1
"2102","ahmet",2
"2103","ahold",2
"2104","aholds",2
"2105","ahorse",2
"2106","ahoy",2
"2107","ahoys",2
"2108","ahull",2
"2109","ai",2
"2110","aiblins",2
"2111","aid",1
"2112","aida",2
"2113","aidan",2
"2114","aide",1
"2115","aided",2
"2116","aider",2
"2117","aiders",2
"2118","aides",1
"2119","aidful",2
"2120","aiding",2
"2121","aidless",2
"2122","aidman",2
"2123","aidmen",2
"2124","aids",1
"2125","aiglet",2
"2126","aiglets",2
"2127","aigneis",2
"2128","aigret",2
"2129","aigrets",2
"2130","aigrette",2
"2131","aigrettes",2
"2132","aiguille",2
"2133","aiguilles",2
"2134","aikido",3
"2135","aikidos",3
"2136","aiko",2
"2137","ail",1
"2138","aila",2
"2139","aile",1
"2140","ailed",1
"2141","ailee",2
"2142","aileen",2
"2143","ailene",3
"2144","aileron",3
"2145","ailerons",3
"2146","ailey",2
"2147","aili",2
"2148","ailina",3
"2149","ailing",2
"2150","ailment",2
"2151","ailments",2
"2152","ails",1
"2153","ailyn",3
"2154","aim",1
"2155","aime",1
"2156","aimed",1
"2157","aimee",2
"2158","aimer",2
"2159","aimers",2
"2160","aimful",2
"2161","aimfully",3
"2162","aimil",2
"2163","aiming",2
"2164","aimless",2
"2165","aimlessly",3
"2166","aimlessness",3
"2167","aimlessnesses",4
"2168","aims",1
"2169","ain",1
"2170","ain't",1
"2171","aina",2
"2172","aindrea",2
"2173","aine",1
"2174","ainee",2
"2175","ains",1
"2176","ainsell",3
"2177","ainsells",2
"2178","ainslee",2
"2179","ainsley",2
"2180","ainslie",2
"2181","air",1
"2182","airboat",2
"2183","airboats",2
"2184","airborne",2
"2185","airbound",2
"2186","airbrush",2
"2187","airbrushed",2
"2188","airbrushes",3
"2189","airbrushing",3
"2190","airburst",2
"2191","airbursts",2
"2192","airbus",2
"2193","airbuses",3
"2194","airbusses",3
"2195","aircoach",2
"2196","aircoaches",3
"2197","aircondition",4
"2198","airconditioned",4
"2199","airconditioning",5
"2200","airconditions",4
"2201","aircraft",2
"2202","aircrew",2
"2203","aircrews",2
"2204","airdrome",2
"2205","airdromes",2
"2206","airdrop",2
"2207","airdropped",2
"2208","airdropping",3
"2209","airdrops",2
"2210","aired",1
"2211","airer",2
"2212","airest",2
"2213","airfield",2
"2214","airfields",2
"2215","airflow",2
"2216","airflows",2
"2217","airfoil",2
"2218","airfoils",2
"2219","airframe",2
"2220","airframes",2
"2221","airglow",2
"2222","airglows",2
"2223","airhead",2
"2224","airheads",2
"2225","airier",3
"2226","airiest",3
"2227","airily",3
"2228","airiness",3
"2229","airinesses",4
"2230","airing",2
"2231","airings",2
"2232","airless",2
"2233","airlift",2
"2234","airlifted",2
"2235","airlifting",3
"2236","airlifts",2
"2237","airlike",2
"2238","airline",2
"2239","airliner",3
"2240","airliners",3
"2241","airlines",2
"2242","airmail",2
"2243","airmailed",2
"2244","airmailing",3
"2245","airmails",2
"2246","airman",2
"2247","airmen",2
"2248","airn",1
"2249","airns",1
"2250","airpark",2
"2251","airparks",2
"2252","airplane",2
"2253","airplanes",2
"2254","airport",2
"2255","airports",2
"2256","airpost",2
"2257","airposts",2
"2258","airproof",2
"2259","airproofed",2
"2260","airproofing",3
"2261","airproofs",2
"2262","airs",1
"2263","airscrew",2
"2264","airscrews",2
"2265","airship",2
"2266","airships",2
"2267","airsick",2
"2268","airspace",2
"2269","airspaces",3
"2270","airspeed",2
"2271","airspeeds",2
"2272","airstrip",2
"2273","airstrips",2
"2274","airt",1
"2275","airted",2
"2276","airth",1
"2277","airthed",1
"2278","airthing",2
"2279","airths",1
"2280","airtight",2
"2281","airting",2
"2282","airts",1
"2283","airward",2
"2284","airwave",2
"2285","airwaves",2
"2286","airway",2
"2287","airways",2
"2288","airwise",2
"2289","airwoman",3
"2290","airwomen",3
"2291","airy",2
"2292","ais",2
"2293","aisha",3
"2294","aisle",1
"2295","aisled",1
"2296","aisles",1
"2297","ait",1
"2298","aitch",1
"2299","aitches",2
"2300","aits",1
"2301","aiver",2
"2302","aivers",2
"2303","aja",2
"2304","ajai",2
"2305","ajar",2
"2306","ajay",2
"2307","ajee",2
